Supplier,Description,Date,Total
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/12/01,129.90
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/12/01,10.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/12/01,41.75
Amazon.ca,"Office Supplies, Stationery and Accessories",2021/12/17,62.62
Zoom Video Communications Inc.,Computer Software and Licences,2021/12/22,20.00
CFMY-FM,Advertising,2021/12/26,229.00
CHAT-FM,Advertising,2021/12/26,229.00
Gogo,Voice and Data Plan for Mobile Devices,2021/12/26,65.95
CHAT-TV,Advertising,2021/12/29,399.00
Lethbridge Herald,Advertising,2021/12/31,560.60
Medicine Hat News,Advertising,2021/12/31,592.50
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/12/31,6.70
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/12/31,47.32
722590 Alberta Ltd.,Advertising,2022/01/01,190.00
722590 Alberta Ltd.,Advertising,2022/01/01,-15.80
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/01/01,10.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/01/01,129.90
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/01/01,41.75
Telus Communications Inc.,Constituency Office Internet,2022/01/01,105.00
Telus Communications Inc.,Constituency Office Cable,2022/01/01,35.00
RBC Royal Bank,Banking Fees and Cheque Orders,2022/01/04,3.75
Hat News & Tobacco,Gifts given as a matter of protocol,2022/01/05,537.62
MailChimp,Professional Communication Services,2022/01/05,135.23
Miywasin Friendship Centre,Gifts given as a matter of protocol,2022/01/05,75.00
City of Medicine Hat,Public Utilities,2022/01/06,119.68
Boylan Imaging,Gifts given as a matter of protocol,2022/01/10,110.00
Alberta Native News,Advertising,2022/01/12,372.50
House of Commons / Chambre des communes,External Printing Costs,2022/01/12,7523.01
Canada Post – Postes Canada,Postage and Parcel Post,2022/01/14,391.25
Rotary Music Festival,Advertising,2022/01/25,150.00
Zoom Video Communications Inc.,Image/Video Communications Services,2022/01/25,20.00
Gogo,Voice and Data Plan for Mobile Devices,2022/01/26,65.95
Proforma,Computer Software and Licences,2022/01/29,360.00
Medicine Hat News,Advertising,2022/01/31,305.00
Armstrong's Communication Ltd.,Protection and Alarm Monitoring (Member's Office Budget),2022/02/01,89.85
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/02/01,129.90
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/02/01,10.00
Murret Investments inc.,Office Rental and Related Fees,2022/02/01,2311.52
RBC Royal Bank,Banking Fees and Cheque Orders,2022/02/01,3.75
Rogers Wireless – Rogers sans-fil,Long Distance,2022/02/01,8.25
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/02/01,52.00
Telus Communications Inc.,Constituency Office Cable,2022/02/01,35.00
Telus Communications Inc.,Constituency Office Internet,2022/02/01,105.00
City of Medicine Hat Utilities,Public Utilities,2022/02/04,135.08
MailChimp,Professional Communication Services,2022/02/05,148.21
Apple Canada Inc.,Repair of Telecommunication Equipment,2022/02/08,-121.55
Northern Micro Inc.,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2022/02/10,2100.00
Northern Micro Inc.,"Office Supplies, Stationery and Accessories",2022/02/10,61.30
Exito Inc.,Advertising,2022/02/14,165.00
Zoom Video Communications Inc.,Image/Video Communications Services,2022/02/22,20.00
Gogo,Voice and Data Plan for Mobile Devices,2022/02/26,65.95
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/02/28,20.33
Grand & Toy,"Other Furniture, Fixtures and Furnishings",2022/02/28,28.65
Grand & Toy,Bulk Paper Purchases,2022/02/28,54.90
Medicine Hat News,Advertising,2022/02/28,450.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/03/01,129.90
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/03/01,18.00
Murret Investments inc.,Office Rental and Related Fees,2022/03/01,2311.52
RBC Royal Bank,Banking Fees and Cheque Orders,2022/03/01,3.75
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/03/01,47.00
Telus Communications Inc.,Constituency Office Cable,2022/03/02,35.00
Telus Communications Inc.,Constituency Office Internet,2022/03/02,105.00
Bell Mobility – Bell Mobilité,Voice Communication Equipment,2022/03/03,1165.86
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2022/03/03,164.94
MailChimp,Professional Communication Services,2022/03/05,148.25
City of Medicine Hat Utilities,Public Utilities,2022/03/07,148.43
Apple Canada Inc.,Repair of Telecommunication Equipment,2022/03/14,183.00
Canada Post – Postes Canada,Courier Services,2022/03/16,11.94
Apple Canada Inc.,Repair of Telecommunication Equipment,2022/03/18,122.00
Zoom Video Communications Inc.,Image/Video Communications Services,2022/03/22,20.00
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2022/03/31,-59.98
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/03/31,69.15
Lethbridge Herald,Advertising,2022/03/31,462.75
Medicine Hat News,Advertising,2022/03/31,370.00
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/03/31,51.98
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/03/31,12.47
