Supplier,Description,Date,Total
Jason Ransom,Photography and Video Services - Federal Government Departments,2021/01/20,43.25
EyeTeeth Holdings Ltd.,Office Rental and Related Fees,2021/04/01,1133.00
"Lindsay, Keith",Office Rental and Related Fees,2021/04/01,1000.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/04/01,16.79
Truespeed Internet,Constituency Office Internet,2021/04/01,78.67
Secureway,Protection and Alarm Monitoring (Member's Office Budget),2021/04/08,28.34
Secureway,Protection and Alarm Monitoring (Member's Office Budget),2021/04/08,55.99
NationBuilder,Computer Software and Licences,2021/04/10,44.09
"PORTAGE LA PRAIRIE MUTUAL INSURANCE COMPANY, THE",Constituency Office Insurance,2021/04/22,1441.80
Cogeco Connexion inc.,Constituency Office Internet,2021/04/25,149.95
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/04/30,70.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/04/30,160.00
EyeTeeth Holdings Ltd.,Office Rental and Related Fees,2021/05/01,1133.00
Google,Advertising,2021/05/01,16.61
"Lindsay, Keith",Office Rental and Related Fees,2021/05/01,1000.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2021/05/01,16.23
Truespeed Internet,Constituency Office Internet,2021/05/01,78.67
Momentuum BPO Inc.,Computer Software and Licences,2021/05/03,2200.00
Secureway,Protection and Alarm Monitoring (Member's Office Budget),2021/05/08,28.34
Secureway,Protection and Alarm Monitoring (Member's Office Budget),2021/05/08,55.99
NationBuilder,Computer Software and Licences,2021/05/10,43.16
Canada Post – Postes Canada,Postage and Parcel Post,2021/05/11,423.97
Cogeco Connexion inc.,Constituency Office Internet,2021/05/25,149.95
Grand & Toy,"Office Supplies, Stationery and Accessories",2021/05/31,2120.26
EyeTeeth Holdings Ltd.,Office Rental and Related Fees,2021/06/01,1133.00
"Lindsay, Keith",Office Rental and Related Fees,2021/06/01,1000.00
LUCKY STRIKE BAIT WORKS LIMITED,Promotional Items,2021/06/01,727.50
Truespeed Internet,Constituency Office Internet,2021/06/01,78.67
Canada Post – Postes Canada,Postage and Parcel Post,2021/06/08,192.95
Secureway,Protection and Alarm Monitoring (Member's Office Budget),2021/06/08,28.34
Secureway,Protection and Alarm Monitoring (Member's Office Budget),2021/06/08,55.99
NationBuilder,Computer Software and Licences,2021/06/10,42.21
Canada Post – Postes Canada,Courier Services,2021/06/17,15.86
Bell Mobility – Bell Mobilité,Voice and data roaming fees for mobile devices,2021/06/21,50.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/06/21,60.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/06/21,160.00
Grand & Toy,Bulk Paper Purchases,2021/06/30,58.00
EyeTeeth Holdings Ltd.,Office Rental and Related Fees,2021/07/01,1133.00
"Lindsay, Keith",Office Rental and Related Fees,2021/07/01,1000.00
