Supplier,Description,Date,Total
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/05/01,139.81
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/05/01,88.44
Carter's Sports Cresting Limited,Advertising,2020/09/15,105.00
Bell Media Radio Atlantic,Advertising,2020/10/25,274.56
Bell Media Radio Atlantic Inc.,Advertising,2020/10/26,274.56
COUNTERFORCE,Protection and Alarm Monitoring (Member's Office Budget),2020/11/12,360.22
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2020/11/23,857.74
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2020/11/23,12.72
"SHORELINE JOURNAL, THE",Advertising,2020/11/25,110.25
Northern Micro Inc.,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2020/11/26,45.25
High Tech Maintenance,Janitorial Services and Maintenance,2020/11/30,120.00
Northern Micro Inc.,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2020/11/30,75.40
Parrsboro Radio Society,Advertising,2020/12/01,200.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2020/12/03,0.20
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2020/12/03,94.00
Denis Office Supplies – Fournitures de bureau Denis,"Office Supplies, Stationery and Accessories",2020/12/07,399.99
TRURO CURLING CLUB,Advertising,2020/12/08,200.00
City Wide Communications,Internet (COVID19),2020/12/11,74.95
Zoom Video Communications Inc.,Licence Renewal,2020/12/12,200.00
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2020/12/16,71.23
SALTWIRE NETWORK INC.,Advertising,2020/12/19,1107.99
"SHORELINE JOURNAL, THE",Advertising,2020/12/23,110.25
EASTLINK,Cable and Internet Fees,2020/12/24,79.95
SALTWIRE NETWORK INC.,Advertising,2020/12/26,265.25
Bell Media Radio Atlantic Inc.,Advertising,2020/12/27,274.56
"Bell Media Radio Atlantic Inc. ",Advertising,2020/12/27,274.56
CTV2,Advertising,2020/12/27,599.94
AA Munro Insurance Brokers Inc.,Constituency Office Insurance,2020/12/29,1324.00
Northern Micro Inc.,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2020/12/29,2425.00
Apple Canada Inc.,Repair of Telecommunication Equipment,2020/12/30,169.00
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/12/31,0.15
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/12/31,196.15
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2021/01/01,162.65
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/01/01,2.00
Parrsboro Radio Society,Advertising,2021/01/01,200.00
SALTWIRE NETWORK INC.,Advertising,2021/01/02,1107.99
Bell Aliant,Cable and Internet Fees,2021/01/03,79.19
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2021/01/04,143.18
Denis Office Supplies – Fournitures de bureau Denis,"Office Supplies, Stationery and Accessories",2021/01/06,257.82
Denis Office Supplies – Fournitures de bureau Denis,"Office Supplies, Stationery and Accessories",2021/01/07,38.07
ASE Print,External Printing Costs,2021/01/08,291.95
City Wide Communications,Internet (COVID19),2021/01/11,74.95
Town Hall Strategies,Research Consultants,2021/01/19,2500.00
"Works, Lynn",Janitorial Services and Maintenance,2021/01/21,120.00
SALTWIRE NETWORK INC.,Advertising,2021/01/23,421.88
SALTWIRE NETWORK INC.,Advertising,2021/01/23,421.88
EASTLINK,Cable and Internet Fees,2021/01/24,79.95
Canada Post – Postes Canada,Courier Services,2021/01/25,19.15
Canada Post – Postes Canada,Courier Services,2021/01/25,13.54
Canada Post – Postes Canada,Courier Services,2021/01/25,18.97
Canada Post – Postes Canada,Courier Services,2021/01/25,17.42
"SHORELINE JOURNAL, THE",Advertising,2021/01/27,110.25
500 VENTURES LIMITED,Office Rental and Related Fees,2021/02/01,1300.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2021/02/01,144.63
Parrsboro Radio Society,Advertising,2021/02/01,200.00
RYCO HOLDGINS LTD.,Office Rental and Related Fees,2021/02/01,1500.00
