Supplier,Description,Date,Total
151516 CANADA INC.,Office Rental and Related Fees,2020/01/01,-288.86
Edmonton Journal,"Printed Matter, Books, Newspapers and Subscriptions",2020/11/20,99.99
Shaw,Cable and Internet Fees,2020/11/24,203.66
Rogers Wireless – Rogers sans-fil,Voice and Data Plan for Mobile Devices,2020/12/01,25.50
Shaw,Cable and Internet Fees,2020/12/02,145.40
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2020/12/03,161.32
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2020/12/03,54.88
The Globe and Mail,"Printed Matter, Books, Newspapers and Subscriptions",2020/12/22,29.36
The Globe and Mail,"Printed Matter, Books, Newspapers and Subscriptions",2020/12/22,29.36
Shaw,Cable and Internet Fees,2020/12/24,204.95
GoDaddy,Web Site Hosting/Domain Name,2020/12/28,24.99
"Adams Agency, The",Communications Officer,2020/12/30,4750.00
TD Bank,Banking Fees and Cheque Orders,2020/12/31,3.95
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/12/31,7.50
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2020/12/31,95.82
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2021/01/01,161.32
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/01/01,4.00
Rogers Wireless – Rogers sans-fil,Voice and Data Plan for Mobile Devices,2021/01/01,21.25
Shaw,Cable and Internet Fees,2021/01/02,125.00
Bell Canada,Internet (COVID19),2021/01/03,99.95
CostCo,Appliances,2021/01/04,174.99
Culligan Water,Equipment Rental (non-hospitality related),2021/01/04,5.00
Bell Canada,Internet (COVID19),2021/01/06,119.95
Canada Post,Postage and Parcel Post,2021/01/07,22.99
Dollar Tree,Office Decor,2021/01/08,2.50
Economical Insurance,Constituency Office Insurance,2021/01/12,1923.00
Facebook,Advertising,2021/01/12,30.00
Facebook,Advertising,2021/01/13,30.00
The Globe and Mail,"Printed Matter, Books, Newspapers and Subscriptions",2021/01/13,27.96
EnviroShred,Shredding,2021/01/15,162.00
Facebook,Advertising,2021/01/15,40.00
Canada Post,Postage and Parcel Post,2021/01/18,7.76
Facebook,Advertising,2021/01/18,4.54
Canada Post,Courier Services,2021/01/21,7.76
Shaw,Cable and Internet Fees,2021/01/24,204.95
Canada Post – Postes Canada,Courier Services,2021/01/25,8.48
Canada Post – Postes Canada,Courier Services,2021/01/25,8.56
GoDaddy,Web Site Hosting/Domain Name,2021/01/29,24.99
TD Bank,Banking Fees and Cheque Orders,2021/01/29,3.95
Canva US Inc,Licence Renewal,2021/01/31,116.88
Grand & Toy,"Office Supplies, Stationery and Accessories",2021/01/31,338.04
151516 CANADA INC.,Office Rental and Related Fees,2021/02/01,4533.86
Culligan Water,Equipment Rental (non-hospitality related),2021/02/01,5.00
Rogers Wireless – Rogers sans-fil,Voice and Data Plan for Mobile Devices,2021/02/01,16.79
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/02/02,34.00
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2021/02/02,161.32
Shaw,Cable and Internet,2021/02/02,125.00
Bell Canada,Internet (COVID19),2021/02/03,99.95
Bell Canada,Internet (COVID19),2021/02/06,119.95
Facebook,Advertising,2021/02/06,100.00
Facebook,Advertising,2021/02/07,3.60
TD Bank,Banking Fees and Cheque Orders,2021/02/10,30.00
The Chinese Journal,Advertising,2021/02/11,50.00
Apple Store,Computer Equipment,2021/02/15,39.00
The Globe and Mail,"Printed Matter, Books, Newspapers and Subscriptions",2021/02/17,27.96
Costco,Appliances,2021/02/20,79.99
Canada Post – Postes Canada,Courier Services,2021/02/23,20.16
Canada Post – Postes Canada,Courier Services,2021/02/23,17.79
Facebook,Advertising,2021/02/24,133.13
Shaw,Cable and Internet Fees,2021/02/24,204.95
Art N Frame,"Framing, Outside Supplier",2021/02/26,100.00
TD Bank,Banking Fees and Cheque Orders,2021/02/26,3.95
Culligan Water,Spring Water,2021/02/28,5.00
GoDaddy,Web Site Hosting/Domain Name,2021/02/28,24.99
151516 CANADA INC.,Office Rental and Related Fees,2021/03/01,4533.86
Rogers Wireless – Rogers sans-fil,Voice and Data Plan for Mobile Devices,2021/03/01,16.79
Shaw,Cable and Internet,2021/03/02,125.00
Amazon,Computer Equipment,2021/03/03,73.98
Bell Canada,Internet (COVID19),2021/03/03,99.95
"Burns, Matthew",Communications Officer,2021/03/05,1500.00
Facebook,Advertising,2021/03/05,21.72
Bell Canada,Internet (COVID19),2021/03/06,122.95
Canada Post – Postes Canada,Postage and Parcel Post,2021/03/09,255.06
The Globe and Mail,"Printed Matter, Books, Newspapers and Subscriptions",2021/03/10,27.96
Canada Post – Postes Canada,Courier Services,2021/03/12,8.14
Rayacom,Promotional Items,2021/03/23,325.00
Shaw,Cable and Internet Fees,2021/03/24,204.95
Above and Beyond Promotions Ltd.,Promotional Items,2021/03/25,3743.54
GoDaddy,Web Site Hosting/Domain Name,2021/03/28,24.99
Canada Post – Postes Canada,Courier Services,2021/03/29,18.12
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2021/03/31,64.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/03/31,2.00
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2021/03/31,64.88
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2021/03/31,32.44
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2021/03/31,148.81
Canada Post – Postes Canada,Courier Services,2021/03/31,15.66
Culligan Water,Spring Water,2021/03/31,5.00
Grand & Toy,Bulk Paper Purchases,2021/03/31,82.36
Grand & Toy,"Office Supplies, Stationery and Accessories",2021/03/31,96.30
Grand & Toy,"Office Supplies, Stationery and Accessories",2021/03/31,42.38
Grand & Toy,Bulk Paper Purchases,2021/03/31,10.79
Softchoice,Client Software Related to Distributed Computing Environment (DCE),2021/03/31,646.01
TD Bank,Banking Fees and Cheque Orders,2021/03/31,3.95
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/03/31,13.52
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/03/31,13.86
Bell Canada,Internet (COVID19),2021/04/03,99.95
Bell Canada,Internet (COVID19),2021/04/06,135.22
