Supplier,Description,Date,Total
ADT,Repair of Computer Equipment and Peripherals,2021/06/23,219.76
"Charpentier, Danielle",Janitorial Services and Maintenance,2021/09/28,200.00
cibc,Banking Fees and Cheque Orders,2021/09/29,6.95
cibc,Banking Fees and Cheque Orders,2021/09/29,5.00
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2021/09/30,1302.36
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2021/09/30,1298.05
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2021/09/30,19.08
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/09/30,0.10
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/09/30,83.57
Hydro Québec,Public Utilities,2021/10/04,41.31
Postes Canada,"Postage, Parcel Post and Courier Services",2021/10/06,264.75
Canada Post – Postes Canada,Courier Services,2021/10/07,5.88
Videotron,Constituency Office Cable,2021/10/08,726.22
Canada Post – Postes Canada,Courier Services,2021/10/12,5.91
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/10/12,0.64
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2021/10/14,1.15
Canada Post – Postes Canada,Courier Services,2021/10/25,6.87
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/11/01,-1.02
Apple Canada Inc.,Repair of Telecommunication Equipment,2021/11/12,90.95
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2021/11/17,10.46
Canada Post – Postes Canada,Courier Services,2021/11/18,5.98
