Supplier,Description,Date,Total
Kubra EZ Pay,Banking Fees and Cheque Orders,2022/04/05,2.94
testerdigital,Web Site Hosting/Domain Name,2022/08/08,720.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/09/01,154.79
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/10/01,162.79
Foothills Signs,Signage,2022/10/11,92.50
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/11/01,32.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/11/01,65.90
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/11/01,201.75
Epcor,Banking Fees and Cheque Orders,2022/11/17,1.11
Epcor,Public Utilities,2022/11/17,138.80
Direct Energy Regulated Services,Public Utilities,2022/11/18,134.77
Bell,Constituency Office Cable,2022/11/26,67.95
MailChimp,Professional Communication Services,2022/11/27,106.53
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/12/01,65.90
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/12/01,32.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/12/01,2.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/12/01,230.79
Telus,Protection and Alarm Monitoring (Member's Office Budget),2022/12/01,39.68
Telus,Constituency Office Internet,2022/12/01,50.00
Dollarama,"Office Supplies, Stationery and Accessories",2022/12/02,10.50
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2022/12/04,86.23
Apple Canada Inc.,Repair of Telecommunication Equipment,2022/12/08,122.00
Claresholm Local Press,Advertising,2022/12/14,191.00
Epcor,Banking Fees and Cheque Orders,2022/12/16,1.46
Epcor,Public Utilities,2022/12/16,182.95
Dollarama,"Office Supplies, Stationery and Accessories",2022/12/19,7.00
Direct Energy Regulated Services,Public Utilities,2022/12/20,193.65
"MACLEOD GAZETTE, THE",Advertising,2022/12/21,245.10
"Great West Media, LP",Advertising,2022/12/23,415.00
Bell,Constituency Office Cable,2022/12/26,72.95
MailChimp,Professional Communication Services,2022/12/27,108.79
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/12/30,23.78
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/12/31,53.92
Grand & Toy,Cleaning Products,2022/12/31,82.05
Grand & Toy,Bulk Paper Purchases,2022/12/31,69.90
PASS HERALD (THE),Advertising,2022/12/31,250.00
SHOOTIN THE BREEZE,Advertising,2022/12/31,235.00
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/12/31,217.26
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/01/01,32.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/01/01,65.90
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2023/01/01,197.79
Telus,Protection and Alarm Monitoring (Member's Office Budget),2023/01/01,41.56
Telus,Constituency Office Internet,2023/01/01,50.00
Town of High River,Public Utilities,2023/01/09,85.25
eventbrite,Professional Development and Training for Members' Employees,2023/01/13,41.26
Eventbrite - The rural Immigration Experience,Other Training and Conferences,2023/01/13,15.00
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2023/01/17,86.23
Bell Mobility – Bell Mobilité,Voice Communication Equipment,2023/01/17,272.05
THOMPSON-PALLISTER BAIT CO. LTD,Promotional Items,2023/01/17,831.25
Epcor,Banking Fees and Cheque Orders,2023/01/18,1.31
Epcor,Public Utilities,2023/01/18,164.43
