Supplier,Description,Date,Total
RBC,Banking Fees and Cheque Orders,2022/03/23,15.95
RBC,Banking Fees and Cheque Orders,2022/04/22,15.95
RBC,Banking Fees and Cheque Orders,2022/05/20,15.95
ASIAN WORLD TODAY INC.,Advertising,2022/06/14,500.00
RBC,Banking Fees and Cheque Orders,2022/06/23,15.95
ASIAN WORLD TODAY INC.,Advertising,2022/07/04,500.00
RBC,Banking Fees and Cheque Orders,2022/07/22,15.95
Northern Micro Inc.,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2022/08/19,3596.00
RBC,Banking Fees and Cheque Orders,2022/08/23,16.95
Cegep Heritage College,External Language Training,2022/09/01,335.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/09/01,256.54
RBC,Banking Fees and Cheque Orders,2022/09/23,16.95
Rogers,Constituency Office Internet,2022/10/19,129.99
Rogers,Monthly Phone Service,2022/10/19,10.00
Rogers,Constituency Office Cable,2022/10/19,89.45
RBC,Banking Fees and Cheque Orders,2022/10/21,16.95
"WEEKLY VOICE NEWSPAPER, THE",Advertising,2022/10/21,23.44
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/11/01,24.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/11/01,271.54
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/11/01,236.54
Parvasi Media Group Inc.,Advertising,2022/11/11,500.00
Rogers,Constituency Office Internet,2022/11/19,129.99
Rogers,Monthly Phone Service,2022/11/19,10.00
Rogers,Constituency Office Cable,2022/11/19,89.45
HINDI ABROAD MEDIA INC.,Advertising,2022/11/21,26.32
Cegep Heritage College,External Language Training,2022/11/22,335.00
RBC,Banking Fees and Cheque Orders,2022/11/23,16.95
Meta Platforms Inc.,Advertising,2022/11/29,300.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/12/01,24.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/12/01,208.29
"Sharana, Iqnoor",Office Support,2022/12/02,1000.00
The Source,"Office Supplies, Stationery and Accessories",2022/12/06,46.98
Access Storage,Storage and Warehousing,2022/12/08,280.00
"Sharana, Iqnoor",Office Support,2022/12/16,1000.00
Canadian Tire,Office Decor,2022/12/19,29.98
Rogers,Constituency Office Internet,2022/12/19,129.99
Rogers,Constituency Office Cable,2022/12/19,89.45
Rogers,Monthly Phone Service,2022/12/19,10.00
Chalo Fresh Co,"Office Supplies, Stationery and Accessories",2022/12/20,6.49
Universal Promotions & Publishers Inc - O/A Correio da Manha Canada,Advertising,2022/12/20,375.00
Prime Asia TV Ltd.,Advertising,2022/12/21,500.00
Hamdard Media Group,Advertising,2022/12/22,750.00
Asia Metro News Magazine,Advertising,2022/12/23,250.00
RBC,Banking Fees and Cheque Orders,2022/12/23,16.95
"Sharana, Iqnoor",Office Support,2022/12/28,1000.00
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/12/30,295.22
Gurbaz Punjabi Media Inc.,Advertising,2022/12/31,990.00
PRIMECONTACT INC.,Advertising,2022/12/31,300.00
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2022/12/31,212.31
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2022/12/31,209.41
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2022/12/31,210.48
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2022/12/31,208.76
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/12/31,643.06
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/01/01,24.00
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2023/01/01,150.81
House of Commons / Chambre des communes,Householders – Paper Recovery,2023/01/01,31.28
Rathcliffe Properties Limited,Office Rental,2023/01/01,-201.00
Rogers Wireless – Rogers sans-fil,Long Distance,2023/01/01,23.25
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2023/01/01,214.29
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2023/01/02,144.78
SAFE SELF STORAGE,Storage and Warehousing,2023/01/02,280.00
ASIAN WORLD TODAY INC.,Advertising,2023/01/03,600.00
Canadian Punjabi Post,Advertising,2023/01/04,500.00
Costco,"Office Supplies, Stationery and Accessories",2023/01/04,67.97
Costco,"Office Supplies, Stationery and Accessories",2023/01/04,67.97
Safe Self Storage,Storage and Warehousing,2023/01/05,280.00
Amazon,"Office Supplies, Stationery and Accessories",2023/01/06,94.89
Parvasi Weekly Inc.,Advertising,2023/01/09,500.00
Canada Post – Postes Canada,Postage and Parcel Post,2023/01/11,237.82
"Sharana, Iqnoor",Office Support,2023/01/13,1000.00
Rogers,Constituency Office Cable,2023/01/19,99.45
Rogers,Constituency Office Internet,2023/01/19,129.99
RBC,Banking Fees and Cheque Orders,2023/01/23,16.95
"Sharana, Iqnoor",Office Support,2023/01/27,1000.00
Meta Platforms Inc.,Advertising,2023/01/29,200.00
Canada Post – Postes Canada,Postage and Parcel Post,2023/01/30,237.88
Grand & Toy,Bulk Paper Purchases,2023/01/31,93.44
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2023/02/01,1.50
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/02/01,24.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2023/02/01,143.59
Rathcliffe Properties Limited,Office Rental,2023/02/01,-201.00
Rathcliffe Properties Limited,Office Rental,2023/02/01,2606.67
Rathcliffe Properties Limited,Office Rental Related Fees,2023/02/01,1694.33
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2023/02/01,199.04
House of Commons / Chambre des communes,External Printing Costs,2023/02/10,861.08
Hamdard Media Group,Advertising,2023/02/16,750.00
Rogers,Constituency Office Cable,2023/02/19,99.45
Rogers,Constituency Office Internet,2023/02/19,129.99
RBC,Banking Fees and Cheque Orders,2023/02/23,16.95
"Sharana, Iqnoor",Communications Officer,2023/02/24,3000.00
Walmart,"Office Supplies, Stationery and Accessories",2023/02/27,74.85
Walmart,"Office Supplies, Stationery and Accessories",2023/02/27,89.82
Grand & Toy,"Office Supplies, Stationery and Accessories",2023/02/28,91.44
Amazon,Voice Communication Equipment,2023/03/01,186.02
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/03/01,24.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2023/03/01,0.60
Rathcliffe Properties Limited,Office Rental,2023/03/01,4100.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2023/03/01,181.75
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2023/03/01,62.79
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2023/03/02,146.87
Safe Self Storage,Storage and Warehousing,2023/03/02,293.20
Safe Self Storage,Storage and Warehousing,2023/03/02,280.00
House of Commons,Bulk Paper Purchases,2023/03/03,177.45
HYPERTEC SYSTEMS INC.,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2023/03/08,240.00
Aaxel Insurance Brokers Ltd.,Constituency Office Insurance,2023/03/14,1702.08
Zoom Video Communications Inc,Image/Video Communications Services,2023/03/16,21.49
Rogers,Constituency Office Internet,2023/03/19,129.99
Rogers,Constituency Office Cable,2023/03/19,99.45
Costco,Office Furniture and Fixtures,2023/03/20,189.98
Canada Post,"Postage, Parcel Post and Courier Services",2023/03/21,20.56
Canada Post – Postes Canada,Courier Services,2023/03/23,33.06
Canada Post – Postes Canada,Courier Services,2023/03/23,32.31
Canada Post – Postes Canada,Courier Services,2023/03/23,12.69
Canada Post – Postes Canada,Courier Services,2023/03/23,45.37
RBC,Banking Fees and Cheque Orders,2023/03/23,16.95
SAFETY AND SECURITY SOLUTIONS,"Security Equipment, Intercom and Alarm System (Central Budget)",2023/03/24,5780.00
ASIAN WORLD TODAY INC.,Advertising,2023/03/27,600.00
ASIAN WORLD TODAY INC.,Advertising,2023/03/27,600.00
Canada Post – Postes Canada,Postage and Parcel Post,2023/03/27,237.95
Choice Communication (Canada) Ltd.,Advertising,2023/03/28,93.56
Hamdard Media Group,Advertising,2023/03/30,1200.00
Canada Post – Postes Canada,Courier Services,2023/03/31,16.63
Canada Post – Postes Canada,Courier Services,2023/03/31,14.43
Grand & Toy,Other Consumable Supplies From Stores,2023/03/31,24.67
Grand & Toy,Bulk Paper Purchases,2023/03/31,209.70
Grand & Toy,Cleaning Products,2023/03/31,85.94
Grand & Toy,"Office Supplies, Stationery and Accessories",2023/03/31,653.72
Grand & Toy,Computer Equipment – Small – Desktop/Personal/Portable/Keyboard,2023/03/31,43.48
"Sharana, Iqnoor",Communications Officer,2023/03/31,3750.00
Sukhdev Singh,Writer,2023/03/31,1250.00
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2023/03/31,102.10
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2023/03/31,206.97
Brampton Santa Claus Parade Committee,Public Meeting Room Rentals,2023/04/10,500.00
