Supplier,Description,Date,Total
The Source,"Office Supplies, Stationery and Accessories",2022/04/22,39.99
Amazon,"Office Supplies, Stationery and Accessories",2022/04/29,29.98
Muslim Association of Canada,Public Meeting Room Rentals,2022/04/29,500.00
"Canadaian Language Learning College ",Professional Development and Training for Members' Employees,2022/07/21,1400.00
Canada Strong Masks,"Office Supplies, Stationery and Accessories",2022/08/02,139.00
Ottawa Community Sport Media Team,Advertising,2022/08/22,250.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/09/01,114.79
Choice Communication (Canada) Ltd.,Advertising,2022/09/23,130.43
Choice Communication (Canada) Ltd.,Advertising,2022/09/23,76.80
"Rexall ","Office Supplies, Stationery and Accessories",2022/10/14,6.59
Canada Strong Masks,"Office Supplies, Stationery and Accessories",2022/10/20,147.00
HINDI ABROAD MEDIA INC.,Advertising,2022/10/21,26.32
Asian Connections Newspaper,Advertising,2022/10/25,35.00
South Asian Weekender,Advertising,2022/10/31,18.75
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/11/01,52.75
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/11/01,96.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/11/01,25.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/11/01,32.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/11/01,98.54
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/11/01,81.54
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/12/01,32.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/12/01,96.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/12/01,8.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/12/01,103.54
ENBRIDGE GAS DISTRIBUTION INC.,Public Utilities,2022/12/30,272.18
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/12/30,39.83
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2022/12/31,208.76
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2022/12/31,212.31
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2022/12/31,210.48
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2022/12/31,209.41
Toshiba Tec Canada Business Solutions – Toshiba Tec Canada Solutions d'affaires,Photocopier Equipment (Copy Charge),2022/12/31,10.31
Ultimate Cleaning Services,Janitorial Services and Maintenance,2022/12/31,240.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/01/01,96.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2023/01/01,10.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/01/01,32.00
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2023/01/01,150.81
Henderson Security,Protection and Alarm Monitoring (Member's Office Budget),2023/01/01,89.97
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2023/01/01,89.54
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2023/01/02,144.78
Rogers,Constituency Office Internet,2023/01/10,176.99
INTACT INSURANCE COMPANY,Constituency Office Insurance,2023/01/16,1909.44
Home Depot,"Office Supplies, Stationery and Accessories",2023/01/17,9.96
Hydro Ottawa,Constituency Office Insurance,2023/01/18,165.48
Ottawa Public Library,Public Meeting Room Rentals,2023/01/21,74.94
ENBRIDGE GAS DISTRIBUTION INC.,Public Utilities,2023/01/31,394.93
Ultimate Cleaning Services,Constituency Office Insurance,2023/01/31,300.00
6881530 Canada Inc.,Office Rental Related Fees,2023/02/01,1120.68
6881530 Canada Inc.,Office Rental,2023/02/01,1556.50
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/02/01,96.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2023/02/01,25.50
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/02/01,32.00
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2023/02/01,143.59
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2023/02/01,121.54
House of Commons / Chambre des communes,External Printing Costs,2023/02/10,252.84
Rogers,Constituency Office Internet,2023/02/10,176.99
Hydro Ottawa,Public Utilities,2023/02/17,94.06
Grand & Toy,"Office Supplies, Stationery and Accessories",2023/02/28,3926.56
Ultimate Cleaning Services,Janitorial Services and Maintenance,2023/02/28,240.00
6881530 Canada Inc.,Office Rental,2023/03/01,1556.50
6881530 Canada Inc.,Office Rental Related Fees,2023/03/01,1120.68
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/03/01,32.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2023/03/01,96.00
