Supplier,Description,Date,Total
FOLKLORAMA INC.,Advertising,2022/02/08,231.25
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/04/01,24.00
BENCHMARK ADVERTISING LTD.,Advertising,2022/04/01,1550.00
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/04/01,137.99
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/04/01,248.50
SCOURAS BROS. INVESTMENTS LTD.,Office Rental and Related Fees,2022/04/01,3554.04
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/04/02,141.86
SAGE CREEK  RESIDENTS' ASS.,Advertising,2022/04/04,350.00
WINNIPEG OUTDOOR MARKETING GROUP INC.,Advertising,2022/04/04,420.00
Bell Mobility – Bell Mobilité,Telecommunications Equipment Parts,2022/04/08,86.23
Rogers Wireless – Rogers sans-fil,Voice Communication Equipment,2022/04/08,650.00
St. Vital Agricultural Fair,Advertising,2022/04/08,37.50
Le Musee de Saint-Boniface Museum,Gifts given as a matter of protocol,2022/04/09,80.25
Apple Canada Inc.,Repair of Telecommunication Equipment,2022/04/11,122.00
BTNX INC.,Rapid Antigen Tests (COVID-19),2022/04/14,745.00
ÉSCS PAC,Advertising,2022/04/18,500.00
"Shred-it, C/O Stericycle ULC",Shredding,2022/04/18,480.17
AFM Plumbing & Heating,"Repair of Heating, Air Conditioning and Refrigeration Equipment",2022/04/20,146.59
Windsor Park Collegiate,Advertising,2022/04/22,250.00
Canada Post – Postes Canada,Courier Services,2022/04/27,19.00
Canada Post – Postes Canada,Courier Services,2022/04/27,44.28
AFM Plumbing & Heating,Repair of Machinery and Office Furniture,2022/04/29,262.15
City of Winnipeg Water and Waste,Public Utilities,2022/04/30,76.26
WINNIPEG JEWISH REVIEW,Advertising,2022/04/30,100.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/05/01,24.00
BellMTS,Constituency Office Internet,2022/05/01,271.60
BENCHMARK ADVERTISING LTD.,Advertising,2022/05/01,1550.00
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/05/01,333.50
Rogers Wireless – Rogers sans-fil,Voice and data plan for mobile devices,2022/05/01,-2.00
SCOURAS BROS. INVESTMENTS LTD.,Office Rental and Related Fees,2022/05/01,3554.04
NGP VAN Inc.,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2022/05/02,146.11
OAKLEY ALARMS LTD,Protection and Alarm Monitoring (Member's Office Budget),2022/05/04,107.00
BellMTS,Constituency Office Cable,2022/05/15,121.88
House of Commons / Chambre des communes,Framing Done at the House of Commons,2022/05/19,40.80
Claire Walsh,Advertising,2022/05/20,50.00
Blais Brothers Window Cleaning,Janitorial Services and Maintenance,2022/05/24,40.00
Canada Post – Postes Canada,Courier Services,2022/05/30,30.29
Canada Post – Postes Canada,Courier Services,2022/05/30,22.17
Platinum Promotions,Promotional Items,2022/05/30,989.75
Winnipeg Free Press,Advertising,2022/05/31,246.25
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/06/01,24.00
SCOURAS BROS. INVESTMENTS LTD.,Office Rental and Related Fees,2022/06/01,3554.04
House of Commons / Chambre des communes,Framing Done at the House of Commons,2022/06/09,52.63
"COMPUTER MEDIA GROUP, THE",Other Chemical Products,2022/06/24,132.55
SCOURAS BROS. INVESTMENTS LTD.,Office Rental Related Fees,2022/07/01,1079.71
SCOURAS BROS. INVESTMENTS LTD.,Office Rental and Related Fees,2022/07/01,2474.33
