Supplier,Description,Date,Total
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/04/01,8.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/04/01,129.91
MAXIMIZER SERVICES INC,Computer Software and Licences,2022/04/01,1404.00
Riverbend Joint Venture,Office Rental and Related Fees,2022/04/01,2953.75
CANADIAN LINEN AND UNIFORM SERVICE,Cleaning Products,2022/04/07,59.46
Security Key and Lock Service,Repair of Machinery and Office Furniture,2022/04/07,85.94
SASKTEL,Constituency Office Internet,2022/04/19,95.35
SASKENERGY,Public Utilities,2022/04/20,76.80
St. John Council For Saskatchewan Inc.,"Safety Supplies (fire extinguishers, first aid kits)",2022/04/20,40.23
CANADIAN LINEN AND UNIFORM SERVICE,Cleaning Products,2022/04/21,59.46
"HOSPITAL ACTIVITY BOOK FOR CHILDREN, THE",Advertising,2022/04/25,253.34
Canada Post – Postes Canada,Courier Services,2022/04/27,31.04
PAW Water Group Ltd. o/a World,Spring Water,2022/04/27,6.25
Canada Post – Postes Canada,Postage and Parcel Post,2022/04/29,249.52
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/05/01,129.91
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/05/01,2.00
DMH Media Services,Communications Officer,2022/05/01,3791.67
Riverbend Joint Venture,Office Rental and Related Fees,2022/05/01,2953.75
CANADIAN LINEN AND UNIFORM SERVICE,Cleaning Products,2022/05/05,59.46
Walmart,"Office Supplies, Stationery and Accessories",2022/05/11,7.67
City of Regina,Public Utilities,2022/05/13,32.04
1-800-Got-Junk?,Janitorial Services and Maintenance,2022/05/17,328.00
CANADIAN LINEN AND UNIFORM SERVICE,Cleaning Products,2022/05/19,59.46
House of Commons / Chambre des communes,Framing Done at the House of Commons,2022/05/19,48.48
The UPS Store,Moving Supplies,2022/05/19,11.08
Grand & Toy,Interconnecting Panel Systems and Supported Components,2022/05/31,850.74
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/06/01,129.99
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/06/01,2.00
Riverbend Joint Venture,Office Rental and Related Fees,2022/06/01,2953.75
CANADIAN LINEN AND UNIFORM SERVICE,Cleaning Products,2022/06/02,59.46
Shopper's Drug Mart,"Office Supplies, Stationery and Accessories",2022/06/03,6.97
Canada Post – Postes Canada,Postage and Parcel Post,2022/06/08,393.50
DMH Media Services,Communications Officer,2022/06/14,3791.67
SASKENERGY,Public Utilities,2022/06/14,136.13
City of Regina,Public Utilities,2022/06/15,80.63
SASKPOWER,Public Utilities,2022/06/17,47.40
STAPLES Canada,"Office Supplies, Stationery and Accessories",2022/06/22,254.37
Walmart,"Office Supplies, Stationery and Accessories",2022/06/22,6.74
Riverbend Joint Venture,Office Rental and Related Fees,2022/07/01,2110.00
Riverbend Joint Venture,Office Rental Related Fees,2022/07/01,843.75
