Supplier,Description,Date,Total
Shaw cablesystems G.P./Shaw Direct,Constituency Office Internet,2022/03/25,215.07
Costco Wholesale,Computer Equipment,2022/03/26,23.99
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/04/01,128.24
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2022/04/01,2.00
R377 ENTERPRISES LTD.,Office Rental and Related Fees,2022/04/01,3100.00
"Walker, Jenny",Communications Officer,2022/04/11,19400.00
Black Press Media,Advertising,2022/04/14,500.50
Black Press Media,Advertising,2022/04/21,188.50
Canadian Tire #353,Office Equipment,2022/04/23,208.64
Shaw cablesystems G.P./Shaw Direct,Constituency Office Internet,2022/04/25,215.07
Canada Post – Postes Canada,Courier Services,2022/04/27,12.23
Culligan Water,Spring Water,2022/04/28,71.25
Cupcasions,Promotional Items,2022/04/28,2086.80
Canada Post – Postes Canada,Postage and Parcel Post,2022/04/29,142.15
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/04/30,286.87
"MailChimp ",Professional Communication Services,2022/04/30,127.63
"Okanagan Valley Newspaper Group, The",Advertising,2022/04/30,308.70
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/05/01,128.24
Four Star Communications Inc.,Professional Communication Services,2022/05/01,348.55
R377 ENTERPRISES LTD.,Office Rental and Related Fees,2022/05/01,3100.00
"Wilson, Adam",Communications Officer,2022/05/01,1500.00
Black Press Media,Advertising,2022/05/05,275.50
Cupcasions,Promotional Items,2022/05/05,105.75
Zoom Video Communications,Image/Video Communications Services,2022/05/05,200.00
House of Commons / Chambre des communes,Framing Done at the House of Commons,2022/05/19,52.63
My Route Online,"Printed Matter, Books, Newspapers and Subscriptions",2022/05/19,61.17
Impact Events & Project Management Inc,Equipment Rental (non-hospitality related),2022/05/25,105.00
Shaw cablesystems G.P./Shaw Direct,Constituency Office Internet,2022/05/25,215.07
MyRouteOnline,"Printed Matter, Books, Newspapers and Subscriptions",2022/05/26,61.17
GUTHRIE WOODS PRODUCTS LIMITED,Promotional Items,2022/05/27,1739.00
K96.3 Stingray Radio,Advertising,2022/05/29,28.00
Stingray Radio Inc. 100.7,Advertising,2022/05/29,33.00
Canada Post – Postes Canada,Courier Services,2022/05/30,23.58
Fastsigns,Advertising,2022/05/31,242.48
Grand & Toy,"Office Supplies, Stationery and Accessories",2022/05/31,6.62
MailChimp,Professional Communication Services,2022/05/31,126.82
Wiltech Security Systems Ltd,Protection and Alarm Monitoring (Member's Office Budget),2022/05/31,135.00
Bell Mobility – Bell Mobilité,Voice and data plan for mobile devices,2022/06/01,128.24
Four Star Communications Inc,Professional Communication Services,2022/06/01,277.50
House of Commons,Rapid Antigen Tests (COVID-19),2022/06/01,149.00
R377 ENTERPRISES LTD.,Office Rental and Related Fees,2022/06/01,3100.00
"Wilson, Adam",Communications Officer,2022/06/01,1500.00
K96.3 Stingray Radio,Advertising,2022/06/10,252.00
Stingray Radio Inc. 100.7,Advertising,2022/06/10,297.00
AM 1150 Bell Media (BM),Advertising,2022/06/17,870.00
R377 ENTERPRISES LTD.,Office Rental and Related Fees,2022/07/01,3100.00
